Unnamed: 0,question,answer,passage,label,sentence1,H_yb,H_yx,correct_yx,predicted_label,PVI,f1_null,f1_std,flesch_kincaid,PVI__numeric,quantile_bin,dataset,id,claim,evi,split,input_text_for_judge,original_index,wood_component__deepseek,wood_component__gemini,wood_component__openai,wood_coordinative__deepseek,wood_coordinative__gemini,wood_coordinative__openai,wood_dynamic__deepseek,wood_dynamic__gemini,wood_dynamic__openai,wood_total__deepseek,wood_total__gemini,wood_total__openai,wood_total_mean,wood_total_median,wood_total_majority_rounded,wood_total__deepseek_z,wood_total__gemini_z,wood_total__openai_z,wood_total_norm_mean,wood_disagreement_std,wood_bin,borda_rank_variance
699.0,is the cell membrane and plasma membrane same,True,"The cell membrane (also known as the plasma membrane or cytoplasmic membrane, and historically referred to as the plasmalemma) is a biological membrane that separates the interior of all cells from the outside environment (the extracellular space). It consists of a lipid bilayer with embedded proteins. The basic function of the cell membrane is to protect the cell from its surroundings. The cell membrane controls the movement of substances in and out of cells and organelles. In this way, it is selectively permeable to ions and organic molecules. In addition, cell membranes are involved in a variety of cellular processes such as cell adhesion, ion conductivity and cell signalling and serve as the attachment surface for several extracellular structures, including the cell wall, the carbohydrate layer called the glycocalyx, and the intracellular network of protein fibers called the cytoskeleton. In the field of synthetic biology, cell membranes can be artificially reassembled.",1,"Passage: The cell membrane (also known as the plasma membrane or cytoplasmic membrane, and historically referred to as the plasmalemma) is a biological membrane that separates the interior of all cells from the outside environment (the extracellular space). It consists of a lipid bilayer with embedded proteins. The basic function of the cell membrane is to protect the cell from its surroundings. The cell membrane controls the movement of substances in and out of cells and organelles. In this way, it is selectively permeable to ions and organic molecules. In addition, cell membranes are involved in a variety of cellular processes such as cell adhesion, ion conductivity and cell signalling and serve as the attachment surface for several extracellular structures, including the cell wall, the carbohydrate layer called the glycocalyx, and the intracellular network of protein fibers called the cytoskeleton. In the field of synthetic biology, cell membranes can be artificially reassembled. Question: is the cell membrane and plasma membrane same",0.7054844163074191,0.66241103399144,True,1,0.0430733823159791,0.6217125382262997,0.6400611620795107,13.458742236024849,0.0430733823159791,3,boolq,,,,,"Question: is the cell membrane and plasma membrane same

Passage: The cell membrane (also known as the plasma membrane or cytoplasmic membrane, and historically referred to as the plasmalemma) is a biological membrane that separates the interior of all cells from the outside environment (the extracellular space). It consists of a lipid bilayer with embedded proteins. The basic function of the cell membrane is to protect the cell from its surroundings. The cell membrane controls the movement of substances in and out of cells and organelles. In this way, it is selectively permeable to ions and organic molecules. In addition, cell membranes are involved in a variety of cellular processes such as cell adhesion, ion conductivity and cell signalling and serve as the attachment surface for several extracellular structures, including the cell wall, the carbohydrate layer called the glycocalyx, and the intracellular network of protein fibers called the cytoskeleton. In the field of synthetic biology, cell membranes can be artificially reassembled.",31,3,2,5,4,1,4,2,1,3,9,4,12,8.333333333333334,9.0,4,-2.024989416951492,-1.4109603176358765,-1.013940952620068,-1.483296895735812,0.5093909939379954,1,0.0
439.0,is there such a thing as a fainting goat,True,"The myotonic goat, otherwise known as the fainting goat, is a domestic goat that temporarily seizes when it feels panic. If startled by sudden movements or loud noises, they will attempt to escape from the disturbance, generally followed by a startle reaction. In more severe cases, this reaction results in strong tetanic contractions of the agonist and antagonist muscles, causing an uncontrolled stiffness that may cause the goat to remain ``frozen'' in the position that it was in previous to the attack, or cause it to fall to the ground on its side. During an attack, which may last from 5-20 seconds, the goat can often be picked up without any bending or movement occurring in its body. In the case of goats that are less severely affected with the condition, there may be some minor localized stiffness observed in the legs, however, they are still capable of running away. This behaviour is caused by a hereditary genetic disorder called myotonia congenita. The myotonic goat, similar to humans with congenital myotonia, exhibits no obvious muscle wasting, is rarely incapacitated by the condition, and lives a normal and healthy life span.",1,"Passage: The myotonic goat, otherwise known as the fainting goat, is a domestic goat that temporarily seizes when it feels panic. If startled by sudden movements or loud noises, they will attempt to escape from the disturbance, generally followed by a startle reaction. In more severe cases, this reaction results in strong tetanic contractions of the agonist and antagonist muscles, causing an uncontrolled stiffness that may cause the goat to remain ``frozen'' in the position that it was in previous to the attack, or cause it to fall to the ground on its side. During an attack, which may last from 5-20 seconds, the goat can often be picked up without any bending or movement occurring in its body. In the case of goats that are less severely affected with the condition, there may be some minor localized stiffness observed in the legs, however, they are still capable of running away. This behaviour is caused by a hereditary genetic disorder called myotonia congenita. The myotonic goat, similar to humans with congenital myotonia, exhibits no obvious muscle wasting, is rarely incapacitated by the condition, and lives a normal and healthy life span. Question: is there such a thing as a fainting goat",0.7054844163074191,0.46188449842784,True,1,0.243599917879579,0.6217125382262997,0.6400611620795107,13.498,0.243599917879579,5,boolq,,,,,"Question: is there such a thing as a fainting goat

Passage: The myotonic goat, otherwise known as the fainting goat, is a domestic goat that temporarily seizes when it feels panic. If startled by sudden movements or loud noises, they will attempt to escape from the disturbance, generally followed by a startle reaction. In more severe cases, this reaction results in strong tetanic contractions of the agonist and antagonist muscles, causing an uncontrolled stiffness that may cause the goat to remain ``frozen'' in the position that it was in previous to the attack, or cause it to fall to the ground on its side. During an attack, which may last from 5-20 seconds, the goat can often be picked up without any bending or movement occurring in its body. In the case of goats that are less severely affected with the condition, there may be some minor localized stiffness observed in the legs, however, they are still capable of running away. This behaviour is caused by a hereditary genetic disorder called myotonia congenita. The myotonic goat, similar to humans with congenital myotonia, exhibits no obvious muscle wasting, is rarely incapacitated by the condition, and lives a normal and healthy life span.",39,3,1,5,4,1,6,2,1,4,9,3,15,9.0,9.0,3,-2.024989416951492,-1.5722129253656911,-0.2487024978124694,-1.2819682800432175,0.9230277733523928,1,0.0
2619.0,is english an official language of new zealand,True,"English is New Zealand's official language. It is the primary language used for court proceedings, and statutes and other official pronouncements. English is spoken by 96.1 percent of the population.",1,"Passage: English is New Zealand's official language. It is the primary language used for court proceedings, and statutes and other official pronouncements. English is spoken by 96.1 percent of the population. Question: is english an official language of new zealand",0.7054844163074191,0.7656710834521543,True,1,-0.0601866671447351,0.6217125382262997,0.6400611620795107,8.553487179487181,-0.0601866671447351,2,boolq,,,,,"Question: is english an official language of new zealand

Passage: English is New Zealand's official language. It is the primary language used for court proceedings, and statutes and other official pronouncements. English is spoken by 96.1 percent of the population.",23,3,1,2,4,1,3,2,1,2,9,3,7,6.333333333333333,7.0,3,-2.024989416951492,-1.5722129253656911,-2.2893383772993987,-1.962180239872194,0.3626650975718715,1,0.0
2383.0,do elizabeth and jack sparrow end up together,False,"Elizabeth Swann (later Elizabeth Turner) is a fictional character in the Pirates of the Caribbean film series. She appears in The Curse of the Black Pearl (2003) and three of its sequels, Dead Man's Chest (2006), At World's End (2007) and Dead Men Tell No Tales (2017). She is portrayed by Keira Knightley (and as a child by Lucinda Dryzek in the prologue of The Curse of the Black Pearl). She is known to use the alias ``Elizabeth Turner'', but this later becomes her married name when she weds the character Will Turner (played by Orlando Bloom).",0,"Passage: Elizabeth Swann (later Elizabeth Turner) is a fictional character in the Pirates of the Caribbean film series. She appears in The Curse of the Black Pearl (2003) and three of its sequels, Dead Man's Chest (2006), At World's End (2007) and Dead Men Tell No Tales (2017). She is portrayed by Keira Knightley (and as a child by Lucinda Dryzek in the prologue of The Curse of the Black Pearl). She is known to use the alias ``Elizabeth Turner'', but this later becomes her married name when she weds the character Will Turner (played by Orlando Bloom). Question: do elizabeth and jack sparrow end up together",1.370476618503373,1.6420726019038618,False,1,-0.2715959834004888,0.6217125382262997,0.6400611620795107,9.766155339805827,-0.2715959834004888,1,boolq,,,,,"Question: do elizabeth and jack sparrow end up together

Passage: Elizabeth Swann (later Elizabeth Turner) is a fictional character in the Pirates of the Caribbean film series. She appears in The Curse of the Black Pearl (2003) and three of its sequels, Dead Man's Chest (2006), At World's End (2007) and Dead Men Tell No Tales (2017). She is portrayed by Keira Knightley (and as a child by Lucinda Dryzek in the prologue of The Curse of the Black Pearl). She is known to use the alias ``Elizabeth Turner'', but this later becomes her married name when she weds the character Will Turner (played by Orlando Bloom).",4,4,2,3,6,2,4,3,1,2,13,5,9,9.0,9.0,5,-1.0785484041601423,-1.249707709906062,-1.7791794074276663,-1.3691451738312903,0.3652669318821264,1,0.0
1025.0,has a woman ever won cma entertainer of the year,True,"The Country Music Association Awards is a major awards show in country music, with the highest honor being the award for Entertainer of the Year. Garth Brooks has won the most awards with six. In 1972, Loretta Lynn became the first female artist to be honored with this award. Barbara Mandrell became the first artist to win twice.",1,"Passage: The Country Music Association Awards is a major awards show in country music, with the highest honor being the award for Entertainer of the Year. Garth Brooks has won the most awards with six. In 1972, Loretta Lynn became the first female artist to be honored with this award. Barbara Mandrell became the first artist to win twice. Question: has a woman ever won cma entertainer of the year",0.7054844163074191,0.567236895610625,True,1,0.1382475206967941,0.6217125382262997,0.6400611620795107,7.952550724637682,0.1382475206967941,4,boolq,,,,,"Question: has a woman ever won cma entertainer of the year

Passage: The Country Music Association Awards is a major awards show in country music, with the highest honor being the award for Entertainer of the Year. Garth Brooks has won the most awards with six. In 1972, Loretta Lynn became the first female artist to be honored with this award. Barbara Mandrell became the first artist to win twice.",36,4,3,3,6,2,4,3,1,2,13,6,9,9.333333333333334,9.0,6,-1.0785484041601423,-1.0884551021762476,-1.7791794074276663,-1.3153943045880188,0.4016802234095953,2,0.0
2073.0,is los cabos the same as cabo san lucas,False,"Cabo San Lucas (Spanish pronunciation: (ˈkaβo san ˈlukas), Cape Saint Luke), commonly called Cabo in English, is a resort city at the southern tip of the Baja California Peninsula, in the Mexican state of Baja California Sur. As of 2015, the population of the city was 81,111 inhabitants. Cabo San Lucas together with San José del Cabo is known as Los Cabos. Together they form a metropolitan area of 305,983 inhabitants.",0,"Passage: Cabo San Lucas (Spanish pronunciation: (ˈkaβo san ˈlukas), Cape Saint Luke), commonly called Cabo in English, is a resort city at the southern tip of the Baja California Peninsula, in the Mexican state of Baja California Sur. As of 2015, the population of the city was 81,111 inhabitants. Cabo San Lucas together with San José del Cabo is known as Los Cabos. Together they form a metropolitan area of 305,983 inhabitants. Question: is los cabos the same as cabo san lucas",1.370476618503373,1.445086013339253,False,1,-0.0746093948358797,0.6217125382262997,0.6400611620795107,10.55,-0.0746093948358797,2,boolq,,,,,"Question: is los cabos the same as cabo san lucas

Passage: Cabo San Lucas (Spanish pronunciation: (ˈkaβo san ˈlukas), Cape Saint Luke), commonly called Cabo in English, is a resort city at the southern tip of the Baja California Peninsula, in the Mexican state of Baja California Sur. As of 2015, the population of the city was 81,111 inhabitants. Cabo San Lucas together with San José del Cabo is known as Los Cabos. Together they form a metropolitan area of 305,983 inhabitants.",18,3,3,3,5,5,4,2,1,2,10,9,9,9.333333333333334,9.0,9,-1.7883791637536546,-0.6046972789868043,-1.7791794074276663,-1.3907519500560417,0.6807588547433222,2,0.0
518.0,has there ever been a shooting at a hospital,True,"The 2010 Lörrach hospital shooting rampage occurred on 19 September 2010 in the small town of Lörrach, Germany near the Swiss border. Sabine Radmacher, a 41-year-old woman, killed her five-year-old son and the boy's father, her ex-partner. She then crossed the street to St. Elisabethen Hospital, where she shot and stabbed one male nurse, killing him, and also injuring eighteen others, including a police officer. Soon after, the woman was fatally shot by special police units.",1,"Passage: The 2010 Lörrach hospital shooting rampage occurred on 19 September 2010 in the small town of Lörrach, Germany near the Swiss border. Sabine Radmacher, a 41-year-old woman, killed her five-year-old son and the boy's father, her ex-partner. She then crossed the street to St. Elisabethen Hospital, where she shot and stabbed one male nurse, killing him, and also injuring eighteen others, including a police officer. Soon after, the woman was fatally shot by special police units. Question: has there ever been a shooting at a hospital",0.7054844163074191,0.5617624682405317,True,1,0.1437219480668874,0.6217125382262997,0.6400611620795107,8.596666666666668,0.1437219480668874,4,boolq,,,,,"Question: has there ever been a shooting at a hospital

Passage: The 2010 Lörrach hospital shooting rampage occurred on 19 September 2010 in the small town of Lörrach, Germany near the Swiss border. Sabine Radmacher, a 41-year-old woman, killed her five-year-old son and the boy's father, her ex-partner. She then crossed the street to St. Elisabethen Hospital, where she shot and stabbed one male nurse, killing him, and also injuring eighteen others, including a police officer. Soon after, the woman was fatally shot by special police units.",37,4,2,3,6,1,5,3,1,4,13,4,12,9.666666666666666,12.0,4,-1.0785484041601423,-1.4109603176358765,-1.013940952620068,-1.1678165581386957,0.2130321490654473,2,0.0
241.0,do both male and female bighorn sheep have horns,True,"Bighorn sheep are named for the large, curved horns borne by the rams (males). Ewes (females) also have horns, but they are shorter with less curvature. They range in color from light brown to grayish or dark, chocolate brown, with a white rump and lining on the backs of all four legs. Males typically weigh 58--143 kg (128--315 lb), are 90--105 cm (35--41 in) tall at the shoulder, and 1.6--1.85 m (63--73 in) long from the nose to the tail. Females are typically 34--91 kg (75--201 lb), 75--90 cm (30--35 in) tall, and 1.28--1.58 m (50--62 in) long. Male bighorn sheep have large horn cores, enlarged cornual and frontal sinuses, and internal bony septa. These adaptations serve to protect the brain by absorbing the impact of clashes. Bighorn sheep have preorbital glands on the anterior corner of each eye, inguinal glands in the groin, and pedal glands on each foot. Secretions from these glands may support dominance behaviors.",1,"Passage: Bighorn sheep are named for the large, curved horns borne by the rams (males). Ewes (females) also have horns, but they are shorter with less curvature. They range in color from light brown to grayish or dark, chocolate brown, with a white rump and lining on the backs of all four legs. Males typically weigh 58--143 kg (128--315 lb), are 90--105 cm (35--41 in) tall at the shoulder, and 1.6--1.85 m (63--73 in) long from the nose to the tail. Females are typically 34--91 kg (75--201 lb), 75--90 cm (30--35 in) tall, and 1.28--1.58 m (50--62 in) long. Male bighorn sheep have large horn cores, enlarged cornual and frontal sinuses, and internal bony septa. These adaptations serve to protect the brain by absorbing the impact of clashes. Bighorn sheep have preorbital glands on the anterior corner of each eye, inguinal glands in the groin, and pedal glands on each foot. Secretions from these glands may support dominance behaviors. Question: do both male and female bighorn sheep have horns",0.7054844163074191,0.7789296497961867,True,1,-0.0734452334887676,0.6217125382262997,0.6400611620795107,5.356778889899907,-0.0734452334887676,2,boolq,,,,,"Question: do both male and female bighorn sheep have horns

Passage: Bighorn sheep are named for the large, curved horns borne by the rams (males). Ewes (females) also have horns, but they are shorter with less curvature. They range in color from light brown to grayish or dark, chocolate brown, with a white rump and lining on the backs of all four legs. Males typically weigh 58--143 kg (128--315 lb), are 90--105 cm (35--41 in) tall at the shoulder, and 1.6--1.85 m (63--73 in) long from the nose to the tail. Females are typically 34--91 kg (75--201 lb), 75--90 cm (30--35 in) tall, and 1.28--1.58 m (50--62 in) long. Male bighorn sheep have large horn cores, enlarged cornual and frontal sinuses, and internal bony septa. These adaptations serve to protect the brain by absorbing the impact of clashes. Bighorn sheep have preorbital glands on the anterior corner of each eye, inguinal glands in the groin, and pedal glands on each foot. Secretions from these glands may support dominance behaviors.",20,4,2,5,6,2,6,3,1,3,13,5,14,10.666666666666666,13.0,5,-1.0785484041601423,-1.249707709906062,-0.5037819827483356,-0.94401269893818,0.3907380063336861,3,0.0
1516.0,can i use hydraulic fluid for brake fluid,True,"Brake fluid is a type of hydraulic fluid used in hydraulic brake and hydraulic clutch applications in automobiles, motorcycles, light trucks, and some bicycles. It is used to transfer force into pressure, and to amplify braking force. It works because liquids are not appreciably compressible.",1,"Passage: Brake fluid is a type of hydraulic fluid used in hydraulic brake and hydraulic clutch applications in automobiles, motorcycles, light trucks, and some bicycles. It is used to transfer force into pressure, and to amplify braking force. It works because liquids are not appreciably compressible. Question: can i use hydraulic fluid for brake fluid",0.7054844163074191,0.5741412774757554,True,1,0.1313431388316637,0.6217125382262997,0.6400611620795107,9.587727272727276,0.1313431388316637,4,boolq,,,,,"Question: can i use hydraulic fluid for brake fluid

Passage: Brake fluid is a type of hydraulic fluid used in hydraulic brake and hydraulic clutch applications in automobiles, motorcycles, light trucks, and some bicycles. It is used to transfer force into pressure, and to amplify braking force. It works because liquids are not appreciably compressible.",34,3,3,4,6,5,5,2,4,3,11,12,12,11.666666666666666,12.0,12,-1.5517689105558172,-0.1209394557973608,-1.013940952620068,-0.8955497729910821,0.7227244189257427,4,0.0
808.0,did they find both halves of the titanic,True,"The wreck of the RMS Titanic lies at a depth of about 12,500 feet (3.8 km; 2.37 mi), about 370 miles (600 km) south-southeast off the coast of Newfoundland. It lies in two main pieces about a third of a mile (600 m) apart. The bow is still largely recognizable with many preserved interiors, despite its deterioration and the damage it sustained hitting the sea floor. In contrast, the stern is completely ruined. A debris field around the wreck contains hundreds of thousands of items spilled from the ship as she sank. The bodies of the passengers and crew would have also been distributed across the sea bed, but have been consumed by other organisms.",1,"Passage: The wreck of the RMS Titanic lies at a depth of about 12,500 feet (3.8 km; 2.37 mi), about 370 miles (600 km) south-southeast off the coast of Newfoundland. It lies in two main pieces about a third of a mile (600 m) apart. The bow is still largely recognizable with many preserved interiors, despite its deterioration and the damage it sustained hitting the sea floor. In contrast, the stern is completely ruined. A debris field around the wreck contains hundreds of thousands of items spilled from the ship as she sank. The bodies of the passengers and crew would have also been distributed across the sea bed, but have been consumed by other organisms. Question: did they find both halves of the titanic",0.7054844163074191,0.7668322250004639,True,1,-0.0613478086930447,0.6217125382262997,0.6400611620795107,7.176666666666669,-0.0613478086930447,2,boolq,,,,,"Question: did they find both halves of the titanic

Passage: The wreck of the RMS Titanic lies at a depth of about 12,500 feet (3.8 km; 2.37 mi), about 370 miles (600 km) south-southeast off the coast of Newfoundland. It lies in two main pieces about a third of a mile (600 m) apart. The bow is still largely recognizable with many preserved interiors, despite its deterioration and the damage it sustained hitting the sea floor. In contrast, the stern is completely ruined. A debris field around the wreck contains hundreds of thousands of items spilled from the ship as she sank. The bodies of the passengers and crew would have also been distributed across the sea bed, but have been consumed by other organisms.",22,4,2,3,6,3,4,3,2,2,13,7,9,9.666666666666666,9.0,7,-1.0785484041601423,-0.9272024944464332,-1.7791794074276663,-1.2616434353447474,0.4545426359502775,2,0.16000000000000003
